UNITID,EFFYLEV,EFYTOTLT
210368,4,864
210401,1,3138
210401,2,2139
210401,4,999
210429,1,7678
210429,2,5502
210429,4,2176
210438,1,578
210438,2,60
210438,4,518
210456,1,312
210456,2,312
210474,1,44
210474,2,44
210483,1,505
210483,2,505
210492,1,216
210492,2,192
210492,4,24
210508,1,27
210508,4,27
210571,1,2703
210571,2,2581
210571,4,122
210599,1,1267
210599,2,1267
210605,1,32024
210605,2,32024
210669,1,2201
210669,2,2201
210711,1,240
210711,2,240
210739,1,3966
210739,2,2703
210739,4,1263
210748,1,95
210748,2,95
210775,1,4076
210775,2,2993
210775,4,1083
210784,1,366
210784,2,366
210809,1,629
210809,4,629
210890,1,234
210890,2,234
210906,1,994
210906,2,994
210942,1,4725
210942,2,4725
210951,1,162
210951,2,162
210960,1,3540
210960,2,3540
211006,1,468
211006,2,468
211024,1,1083
211024,2,677
211024,4,406
211079,1,5653
211079,2,5653
211088,1,5034
211088,2,2363
211088,4,2671
211130,1,309
211130,4,309
211149,1,315
211149,2,315
211158,1,11219
211158,2,9757
211158,4,1462
211200,1,626
211200,2,626
211273,1,1858
211273,2,1392
211273,4,466
211291,1,3849
211291,2,3672
211291,4,177
211307,1,16809
211307,2,16809
211316,1,104
211316,2,104
211334,1,103
211334,2,103
211343,1,6313
211343,2,6313
211352,1,4575
211352,2,1699
211352,4,2876
211361,1,12740
211361,2,9871
211361,4,2869
211370,1,142
211370,4,142
211398,1,303
211398,2,303
211431,1,3203
211431,2,2067
211431,4,1136
211440,1,11720
211440,2,6225
211440,4,5495
211468,1,2250
211468,2,2002
211468,4,248
211477,1,1694
211477,2,1694
211556,1,2727
211556,2,1341
211556,4,1386
211583,1,2846
211583,2,1776
211583,4,1070
211608,1,1808
211608,2,1660
211608,4,148
211617,1,1783
211617,2,1783
211635,1,202
211635,2,202
211644,1,8689
211644,2,7132
211644,4,1557
211750,1,465
211750,2,465
211802,1,194
211802,2,194
211820,1,243
211820,2,243
211893,1,159
211893,2,127
211893,4,32
211909,1,155
211909,2,155
211927,1,18493
211927,2,18493
211954,1,178
211954,2,178
211981,1,2708
211981,2,2341
211981,4,367
212009,1,2447
212009,2,2447
212018,1,350
212018,4,350
212045,1,487
212045,2,487
212054,1,26319
212054,2,15083
212054,4,11236
212072,1,334
212072,2,334
212090,1,1617
212090,2,1617
212106,1,11879
212106,2,6255
212106,4,5624
212115,1,9077
212115,2,7118
212115,4,1959
212133,1,5095
212133,2,3095
212133,4,2000
212160,1,9647
212160,2,7238
212160,4,2409
212197,1,2572
212197,2,2493
212197,4,79
212212,1,48
212212,2,48
212230,1,96
212230,2,96
212267,1,339
212267,2,339
212276,1,266
212276,2,266
212285,1,122
212285,2,122
212294,1,126
212294,2,126
212300,1,99
212300,2,99
212328,1,341
212328,2,341
212337,1,287
212337,2,287
212355,1,374
212355,2,374
212373,1,180
212373,2,180
212382,1,353
212382,2,353
212391,1,255
212391,2,255
212425,1,624
212425,2,624
212434,1,521
212434,2,521
212443,1,174
212443,4,174
212568,1,264
212568,2,264
212577,1,2409
212577,2,2409
212601,1,4986
212601,2,3183
212601,4,1803
212656,1,2499
212656,2,2111
212656,4,388
212674,1,2716
212674,2,2716
212683,1,238
212683,2,238
212708,1,209
212708,2,209
212753,1,423
212753,2,423
212771,1,1023
212771,2,68
212771,4,955
212805,1,2560
212805,2,2560
212832,1,3189
212832,2,2519
212832,4,670
212869,1,1408
212869,2,1408
212878,1,32167
212878,2,32167
212911,1,1254
212911,2,1254
212975,1,475
212975,2,475
212984,1,3695
212984,2,2558
212984,4,1137
212993,1,139
212993,2,139
213002,1,1678
213002,2,1678
213011,1,5956
213011,2,3734
213011,4,2222
213020,1,16689
213020,2,13556
213020,4,3133
213057,1,888
213057,2,888
213163,1,73
213163,2,73
213181,1,927
213181,2,927
213215,1,138
213215,2,138
213233,1,427
213233,2,427
213251,1,1595
213251,2,1595
213303,1,2233
213303,2,2163
213303,4,70
213312,1,729
213312,2,729
213321,1,3227
213321,2,2554
213321,4,673
213330,1,41
213330,2,41
213349,1,11907
213349,2,10435
213349,4,1472
213358,1,1582
213358,2,1430
213358,4,152
213367,1,7754
213367,2,4951
213367,4,2803
213376,1,2166
213376,2,2166
213385,1,2468
213385,2,2468
213400,1,1208
213400,2,934
213400,4,274
213446,1,156
213446,4,156
213455,1,238
213455,2,238
213473,1,760
213473,2,760
213491,1,117
213491,2,117
213507,1,2336
213507,2,1857
213507,4,479
213525,1,12153
213525,2,12153
213534,1,1484
213534,2,1484
213543,1,7517
213543,2,4805
213543,4,2712
213552,1,103
213552,2,103
213570,1,1490
213570,2,1490
213589,1,1103
213589,2,1103
213598,1,2786
213598,2,2104
213598,4,682
213613,1,6200
213613,2,5706
213613,4,494
213622,1,297
213622,2,297
213631,1,196
213631,4,196
213640,1,337
213640,4,337
213659,1,10415
213659,2,10415
213668,1,1418
213668,2,1418
213686,1,141
213686,2,141
213774,1,1052
213774,2,1052
213783,1,4169
213783,2,3449
213783,4,720
213826,1,3956
213826,2,2392
213826,4,1564
213914,1,433
213914,2,433
213932,1,135
213932,2,135
213987,1,4968
213987,2,4356
213987,4,612
213996,1,2917
213996,2,2840
213996,4,77
214023,1,259
214023,2,259
214041,1,11071
214041,2,8556
214041,4,2515
214069,1,3229
214069,2,2674
214069,4,555
214111,1,16830
214111,2,16830
214148,1,604
214148,2,547
214148,4,57
214157,1,2318
214157,2,1974
214157,4,344
214166,1,2420
214166,2,2389
214166,4,31
214175,1,2738
214175,2,2738
214254,1,1950
214254,2,1950
214272,1,3602
214272,2,2794
214272,4,808
214290,1,1325
214290,2,1325
214315,1,128
214315,2,128
214379,1,16314
214379,2,16314
214476,1,87
214476,2,87
214528,1,1222
214528,2,1222
214546,1,116
214546,2,116
214564,1,1370
214564,4,1370
214582,1,1921
214582,2,1921
214591,1,4721
214591,2,4573
214591,4,148
214607,1,1432
214607,4,1432
214616,1,855
214616,4,855
214625,1,1026
214625,2,1017
214625,4,9
214634,1,1018
214634,2,1018
214643,1,888
214643,2,754
214643,4,134
214652,1,1695
214652,2,1690
214652,4,5
214670,1,988
214670,2,957
214670,4,31
214689,1,4462
214689,2,4415
214689,4,47
214698,1,1088
214698,2,1077
214698,4,11
214704,1,3135
214704,2,2961
214704,4,174
214713,1,5003
214713,2,3203
214713,4,1800
214731,1,1833
214731,2,1832
214731,4,1
214740,1,1151
214740,2,1147
214740,4,4
214759,1,1285
214759,2,1285
214768,1,1321
214768,2,1321
214777,1,49160
214777,2,41422
214777,4,7738
214786,1,855
214786,2,855
214795,1,1379
214795,2,1369
214795,4,10
214801,1,4167
214801,2,4074
214801,4,93
214810,1,1117
214810,2,1113
214810,4,4
214829,1,1933
214829,2,1688
214829,4,245
214838,1,376
214838,2,376
214883,1,2635
214883,2,2635
214892,1,628
214892,2,628
214944,1,1122
214944,2,1122
214962,1,84
214962,2,84
214971,1,345
214971,2,256
214971,4,89
215008,1,87
215008,2,87
215026,1,14
215026,2,14
215044,1,305
215044,2,305
215053,1,319
215053,2,319
215062,1,27749
215062,2,13139
215062,4,14610
215099,1,3853
215099,2,3064
215099,4,789
215105,1,2519
215105,2,2264
215105,4,255
215114,1,1547
215114,2,1101
215114,4,446
215123,1,2364
215123,4,2364
215132,1,3115
215132,2,1568
215132,4,1547
215239,1,28783
215239,2,28783
215266,1,1969
215266,2,1969
215275,1,1952
215275,2,1952
215284,1,3195
215284,2,3195
215293,1,34361
215293,2,22527
215293,4,11834
215309,1,606
215309,2,606
215336,1,89
215336,2,89
215381,1,754
215381,2,754
215390,1,251
215390,2,251
215415,1,3258
215415,2,3258
215424,1,350
215424,4,350
215433,1,848
215433,2,848
215442,1,4647
215442,2,3909
215442,4,738
215479,1,64
215479,2,64
215530,1,49
215530,2,49
215585,1,7706
215585,2,7706
215594,1,514
215594,2,514
215619,1,61
215619,4,61
215628,1,134
215628,4,134
215637,1,512
215637,2,512
215646,1,1272
215646,2,1272
215655,1,5497
215655,2,4064
215655,4,1433
215682,1,506
215682,2,506
215691,1,1201
215691,2,653
215691,4,548
215743,1,2809
215743,2,1805
215743,4,1004
215770,1,10401
215770,2,5750
215770,4,4651
215798,1,2164
215798,2,1863
215798,4,301
215813,1,82
215813,4,82
215886,1,325
215886,2,325
215929,1,6954
215929,2,4395
215929,4,2559
215947,1,2880
215947,2,2321
215947,4,559
215965,1,100
215965,2,100
215974,1,550
215974,2,550
215983,1,63
215983,2,63
215992,1,453
215992,2,453
216010,1,9555
216010,2,7537
216010,4,2018
216038,1,10104
216038,2,8984
216038,4,1120
216047,1,281
216047,2,149
216047,4,132
216074,1,101
216074,2,101
216083,1,886
216083,2,886
216162,1,197
216162,2,197
216223,1,48
216223,2,48
216278,1,2367
216278,2,2367
216287,1,1546
216287,2,1546
216296,1,975
216296,2,975
216311,1,120
216311,2,120
216339,1,41483
216339,2,30284
216339,4,11199
216348,1,19
216348,4,19
216357,1,1053
216357,2,1053
216366,1,3787
216366,2,1209
216366,4,2578
216418,1,2889
216418,2,2889
216427,1,312
216427,2,312
216436,1,500
216436,2,500
216445,1,435
216445,2,435
216454,1,520
216454,2,520
216463,1,238
216463,4,238
216524,1,1759
216524,2,1759
216542,1,1438
216542,2,1396
216542,4,42
216551,1,316
216551,2,316
216579,1,129
216579,2,129
216597,1,11853
216597,2,8011
216597,4,3842
216630,1,309
216630,2,309
216649,1,25
216649,2,25
216667,1,1556
216667,2,1556
216694,1,3036
216694,2,1927
216694,4,1109
216746,1,152
216746,2,152
216764,1,17517
216764,2,13768
216764,4,3749
216773,1,130
216773,2,130
216782,1,1538
216782,2,1538
216807,1,1583
216807,2,1476
216807,4,107
216816,1,728
216816,4,728
216825,1,11396
216825,2,11396
216852,1,5527
216852,2,3610
216852,4,1917
216931,1,9921
216931,2,2449
216931,4,7472
216986,1,189
216986,2,189
217013,1,1048
217013,2,1001
217013,4,47
217040,1,78
217040,2,78
217059,1,6083
217059,2,5741
217059,4,342
217077,1,2981
217077,2,2981
217086,1,407
217086,2,407
217095,1,348
217095,2,348
217156,1,9138
217156,2,6741
217156,4,2397
217165,1,3941
217165,2,3529
217165,4,412
217235,1,12284
217235,2,10547
217235,4,1737
217244,1,308
217244,2,308
217305,1,4668
217305,2,4643
217305,4,25
217323,1,866
217323,2,866
217350,1,96
217350,2,96
217402,1,5800
217402,2,4726
217402,4,1074
217420,1,11155
217420,2,9035
217420,4,2120
217475,1,24627
217475,2,24627
217484,1,19486
217484,2,15475
217484,4,4011
217493,1,2643
217493,2,2209
217493,4,434
217518,1,4978
217518,2,4610
217518,4,368
217536,1,2922
217536,2,2035
217536,4,887
217545,1,1591
217545,2,1591
217572,1,107
217572,2,107
217581,1,269
217581,2,269
217606,1,315
217606,2,315
217615,1,4550
217615,2,4550
217624,1,911
217624,2,911
217633,1,2443
217633,2,2250
217633,4,193
217688,1,4554
217688,2,3561
217688,4,993
217712,1,3805
217712,2,3805
217721,1,3344
217721,2,3344
217749,1,4483
217749,2,3630
217749,4,853
217776,1,3113
217776,2,1931
217776,4,1182
217794,1,216
217794,2,216
217819,1,14856
217819,2,11135
217819,4,3721
217828,1,106
217828,2,106
217837,1,1586
217837,2,1586
217864,1,4113
217864,2,2760
217864,4,1353
217873,1,2109
217873,2,2011
217873,4,98
217882,1,21698
217882,2,16634
217882,4,5064
217891,1,157
217891,2,157
217907,1,1267
217907,2,1267
217925,1,1488
217925,2,694
217925,4,794
217934,1,1707
217934,2,1322
217934,4,385
217961,1,3434
217961,2,776
217961,4,2658
217989,1,1837
217989,2,1837
217998,1,1013
217998,2,628
217998,4,385
218025,1,7447
218025,2,7447
218043,1,158
218043,2,158
218061,1,4770
218061,2,4109
218061,4,661
218070,1,3368
218070,2,2889
218070,4,479
218089,1,192
218089,2,163
218089,4,29
218113,1,21200
218113,2,21200
218140,1,10151
218140,2,10151
218159,1,132
218159,2,132
218195,1,265
218195,2,265
218229,1,3535
218229,2,3301
218229,4,234
218238,1,3922
218238,2,3922
218265,1,161
218265,4,161
218335,1,2957
218335,2,330
218335,4,2627
218353,1,17440
218353,2,17440
218399,1,1115
218399,2,1115
218414,1,1127
218414,2,1127
218441,1,2514
218441,2,2330
218441,4,184
218487,1,4350
218487,2,4350
218520,1,8143
218520,2,8143
218539,1,1257
218539,2,1257
218645,1,3714
218645,2,3543
218645,4,171
218654,1,2059
218654,2,2059
218663,1,31275
218663,2,21838
218663,4,9437
218672,1,2023
218672,2,2023
218681,1,1255
218681,2,1255
218690,1,1459
218690,2,1459
218706,1,644
218706,2,644
218724,1,9949
218724,2,8675
218724,4,1274
218733,1,5312
218733,2,4524
218733,4,788
218742,1,6272
218742,2,5971
218742,4,301
218751,1,239
218751,4,239
218821,1,862
218821,2,862
218830,1,8293
218830,2,8293
218858,1,6055
218858,2,6055
218867,1,64
218867,2,64
218885,1,9213
218885,2,9213
218894,1,21617
218894,2,21617
218919,1,784
218919,2,784
218955,1,1160
218955,2,1160
218964,1,7345
218964,2,5641
218964,4,1704
218973,1,1474
218973,2,1474
218991,1,8858
218991,2,8858
219000,1,1933
219000,2,1894
219000,4,39
219037,1,201
219037,2,201
219046,1,5917
219046,2,4986
219046,4,931
219055,1,556
219055,2,556
219082,1,4609
219082,2,4068
219082,4,541
219091,1,892
219091,2,843
219091,4,49
219125,1,158
219125,2,158
219143,1,1503
219143,2,1503
219170,1,19
219170,2,19
219189,1,1116
219189,2,1116
219198,1,1519
219198,2,1386
219198,4,133
219204,1,3311
219204,2,2771
219204,4,540
219213,1,1024
219213,2,1024
219240,1,147
219240,4,147
219259,1,3137
219259,2,2491
219259,4,646
219277,1,2752
219277,2,2433
219277,4,319
219295,1,779
219295,2,779
219338,1,17
219338,2,17
219347,1,2565
219347,2,2217
219347,4,348
219356,1,14629
219356,2,12670
219356,4,1959
219374,1,1629
219374,2,1430
219374,4,199
219383,1,2017
219383,2,1459
219383,4,558
219392,1,26
219392,2,26
219408,1,352
219408,2,352
219426,1,3134
219426,2,3134
219453,1,229
219453,2,229
219471,1,12423
219471,2,8917
219471,4,3506
219480,1,1721
219480,2,1721
219505,1,119
219505,2,119
219578,1,1089
219578,2,1059
219578,4,30
219587,1,103
219587,2,103
219596,1,611
219596,2,611
219602,1,12161
219602,2,10949
219602,4,1212
219639,1,1174
219639,2,1174
219709,1,6135
219709,2,4869
219709,4,1266
219718,1,4140
219718,2,3230
219718,4,910
219790,1,1605
219790,2,1497
219790,4,108
219806,1,2420
219806,2,2068
219806,4,352
219824,1,12625
219824,2,12625
219833,1,2411
219833,2,1619
219833,4,792
219842,1,287
219842,4,287
219879,1,4824
219879,2,4824
219888,1,7439
219888,2,7439
219903,1,1276
219903,2,1276
219921,1,383
219921,2,383
219949,1,1614
219949,2,1235
219949,4,379
219976,1,3932
219976,2,2720
219976,4,1212
219994,1,1305
219994,2,1305
220002,1,974
220002,2,974
220057,1,4411
220057,2,4411
220075,1,16651
220075,2,13299
220075,4,3352
220118,1,437
220118,2,437
220127,1,1005
220127,2,1005
220136,1,166
220136,4,166
220163,1,138
220163,2,138
220181,1,677
220181,2,603
220181,4,74
220206,1,333
220206,2,333
220215,1,2197
220215,2,1538
220215,4,659
220251,1,654
220251,2,654
220279,1,806
220279,2,806
220312,1,145
220312,2,145
220321,1,1161
220321,2,1161
220394,1,360
220394,2,360
220400,1,7231
220400,2,7231
220464,1,170
220464,2,170
220473,1,869
220473,2,717
220473,4,152
220491,1,552
220491,2,552
220516,1,2135
220516,2,1774
220516,4,361
220552,1,1590
220552,2,1367
220552,4,223
220570,1,71
220570,2,71
220589,1,741
220589,2,741
220598,1,2217
220598,2,2217
220604,1,1127
220604,2,1127
220613,1,4797
220613,2,4292
220613,4,505
220631,1,4497
220631,2,1783
220631,4,2714
220640,1,1041
220640,2,1041
220701,1,1133
220701,2,1133
220710,1,1133
220710,2,1133
220756,1,462
220756,2,462
220765,1,347
220765,2,347
220792,1,792
220792,4,792
220808,1,485
220808,2,387
220808,4,98
220853,1,1268
220853,2,1268
220862,1,25416
220862,2,19399
220862,4,6017
220871,1,351
220871,4,351
220941,1,893
220941,2,820
220941,4,73
220978,1,30019
220978,2,25981
220978,4,4038
220996,1,286
220996,4,286
221014,1,1244
221014,2,962
221014,4,282
221050,1,1340
221050,2,1340
221096,1,6805
221096,2,6805
221102,1,546
221102,2,546
221148,1,4078
221148,2,4078
221157,1,386
221157,2,386
221184,1,13471
221184,2,13471
221236,1,595
221236,2,595
221254,1,187
221254,2,187
221281,1,640
221281,2,640
221290,1,292
221290,2,292
221333,1,857
221333,2,857
221351,1,1789
221351,2,1779
221351,4,10
221388,1,387
221388,2,387
221397,1,8343
221397,2,8343
221430,1,476
221430,2,476
221485,1,19780
221485,2,19780
221494,1,885
221494,2,885
221519,1,1774
221519,2,1569
221519,4,205
221582,1,691
221582,2,691
221591,1,1131
221591,2,1131
221607,1,430
221607,2,430
221616,1,652
221616,2,652
221625,1,1675
221625,2,1675
221634,1,388
221634,2,388
221643,1,14989
221643,2,14989
221661,1,3079
221661,2,2735
221661,4,344
221670,1,487
221670,4,487
221731,1,1226
221731,2,1226
221740,1,11935
221740,2,10031
221740,4,1904
221759,1,33086
221759,2,23334
221759,4,9752
221768,1,9601
221768,2,8845
221768,4,756
221795,1,209
221795,2,209
221829,1,437
221829,2,437
221838,1,10409
221838,2,7840
221838,4,2569
221847,1,12347
221847,2,9776
221847,4,2571
221856,1,1133
221856,2,835
221856,4,298
221892,1,3298
221892,2,1667
221892,4,1631
221908,1,8199
221908,2,8199
221953,1,2593
221953,2,2338
221953,4,255
221971,1,4998
221971,2,3301
221971,4,1697
221980,1,104
221980,2,104
221999,1,13235
221999,2,6864
221999,4,6371
222026,1,77
222026,2,77
222053,1,11994
222053,2,11994
222062,1,9077
222062,2,9077
222099,1,750
222099,2,750
222105,1,188
222105,2,188
222178,1,5533
222178,2,4284
222178,4,1249
222567,1,8187
222567,2,8187
222576,1,15430
222576,2,15430
222628,1,2499
222628,2,641
222628,4,1858
222673,1,324
222673,2,324
222682,1,359
222682,2,359
222691,1,250
222691,2,250
222707,1,343
222707,2,343
222761,1,2668
222761,2,2668
222822,1,7720
222822,2,7720
222831,1,7452
222831,2,6462
222831,4,990
222877,1,190
222877,2,186
222877,4,4
222886,1,360
222886,2,360
222938,1,3238
222938,2,3238
222983,1,1388
222983,2,1355
222983,4,33
222992,1,70326
222992,2,70326
223001,1,219
223001,4,219
223056,1,131
223056,2,131
223083,1,626
223083,2,626
223117,1,155
223117,2,81
223117,4,74
223214,1,1976
223214,2,159
223214,4,1817
223223,1,1431
223223,4,1431
223232,1,15845
223232,2,12977
223232,4,2868
223320,1,6487
223320,2,6487
223427,1,25070
223427,2,25070
223463,1,2409
223463,2,2409
223472,1,332
223472,2,332
223506,1,5887
223506,2,5887
223524,1,23522
223524,2,23522
223658,1,462
223658,2,462
223667,1,53
223667,2,53
223773,1,11069
223773,2,11069
223816,1,47749
223816,2,47749
223852,1,61
223852,2,61
223898,1,6391
223898,2,6391
223922,1,1754
223922,2,1754
224004,1,2756
224004,2,1363
224004,4,1393
224013,1,99
224013,2,99
224110,1,13699
224110,2,13699
224147,1,11294
224147,2,8912
224147,4,2382
224156,1,499
224156,2,499
224183,1,1473
224183,2,1473
224226,1,6921
224226,2,4523
224226,4,2398
224244,1,384
224244,2,370
224244,4,14
224271,1,195
224271,2,195
224305,1,2312
224305,4,2312
224323,1,3500
224323,2,1384
224323,4,2116
224350,1,16182
224350,2,16182
224402,1,9177
224402,2,7689
224402,4,1488
224439,1,3124
224439,2,3124
224527,1,1244
224527,2,1244
224545,1,2339
224545,2,1396
224545,4,943
224554,1,12593
224554,2,6581
224554,4,6012
224572,1,21934
224572,2,21934
224615,1,17610
224615,2,17610
224642,1,38806
224642,2,38806
224660,1,926
224660,2,926
224679,1,1446
224679,2,1446
224712,1,127
224712,4,127
224758,1,123
224758,2,123
224776,1,3073
224776,2,3073
224828,1,271
224828,2,271
224891,1,1612
224891,2,1612
224907,1,169
224907,2,169
224961,1,3258
224961,2,3258
225070,1,6824
225070,2,6824
225201,1,949
225201,2,949
225247,1,2682
225247,2,2138
225247,4,544
225308,1,11366
225308,2,11366
225371,1,6427
225371,2,6427
225399,1,3074
225399,2,2558
225399,4,516
225414,1,9806
225414,2,5655
225414,4,4151
225423,1,89207
225423,2,89207
225432,1,15841
225432,2,15654
225432,4,187
225502,1,4987
225502,2,2494
225502,4,2493
225511,1,43154
225511,2,34223
225511,4,8931
225520,1,5759
225520,2,5759
225548,1,1379
225548,2,1355
225548,4,24
225575,1,996
225575,2,938
225575,4,58
225627,1,8495
225627,2,6451
225627,4,2044
225779,1,311
225779,2,311
225788,1,529
225788,2,529
225849,1,1621
225849,2,1621
225858,1,1213
225858,2,1213
225876,1,485
225876,2,485
225885,1,770
225885,2,770
225991,1,171
225991,2,171
226019,1,8805
226019,2,8805
226091,1,18375
226091,2,10857
226091,4,7518
226107,1,3145
226107,2,3145
226116,1,3165
226116,2,3165
226125,1,201
226125,2,201
226134,1,13437
226134,2,13437
226152,1,7853
226152,2,6442
226152,4,1411
226204,1,9874
226204,2,9874
226231,1,4651
226231,2,4175
226231,4,476
226277,1,3333
226277,2,3333
226329,1,1172
226329,2,1172
226374,1,83
226374,2,83
226383,1,2443
226383,2,1905
226383,4,538
226408,1,5989
226408,2,5989
226471,1,3138
226471,2,2808
226471,4,330
226578,1,13463
226578,2,13463
226587,1,1846
226587,2,1846
226675,1,356
226675,2,356
226772,1,132
226772,2,132
226806,1,10755
226806,2,10755
226833,1,7518
226833,2,6573
226833,4,945
226860,1,81
226860,2,81
226879,1,352
226879,2,352
226903,1,468
226903,2,468
226930,1,14806
226930,2,14806
227003,1,2346
227003,2,2346
227058,1,103
227058,2,103
227146,1,13766
227146,2,13766
227155,1,83
227155,2,83
227182,1,80015
227182,2,80015
227191,1,20225
227191,2,20225
227216,1,42090
227216,2,32140
227216,4,9950
227225,1,4153
227225,2,4153
227243,1,1086
227243,2,1042
227243,4,44
227289,1,233
227289,4,233
227298,1,768
227298,2,768
227304,1,7373
227304,2,7373
227313,1,609
227313,2,609
227322,1,600
227322,2,600
227331,1,2895
227331,2,1691
227331,4,1204
227368,1,22641
227368,2,19614
227368,4,3027
227377,1,21368
227377,2,20087
227377,4,1281
227386,1,3127
227386,2,3127
227401,1,7798
227401,2,7798
227429,1,198
227429,2,194
227429,4,4
227526,1,9872
227526,2,7259
227526,4,2613
227687,1,1699
227687,2,1699
227748,1,110
227748,2,110
227757,1,5801
227757,2,3449
227757,4,2352
227766,1,33329
227766,2,33329
227836,1,1852
227836,2,1852
227845,1,6023
227845,2,4841
227845,4,1182
227854,1,13504
227854,2,13504
227863,1,4066
227863,2,1949
227863,4,2117
227881,1,19230
227881,2,15954
227881,4,3276
227924,1,34637
227924,2,34637
227979,1,39255
227979,2,39255
228042,1,1197
228042,2,1169
228042,4,28
228088,1,92
228088,2,92
228149,1,4244
228149,2,2495
228149,4,1749
228158,1,13964
228158,2,13964
228185,1,71
228185,2,71
228194,1,1373
228194,4,1373
228200,1,2061
228200,2,2061
228219,1,2772
228219,2,2772
228246,1,12243
228246,2,6773
228246,4,5470
228282,1,419
228282,2,419
228291,1,47
228291,2,47
228316,1,7958
228316,2,7958
228325,1,2327
228325,2,1899
228325,4,428
228343,1,1376
228343,2,1376
228431,1,14813
228431,2,12487
228431,4,2326
228459,1,35013
228459,2,28838
228459,4,6175
228468,1,992
228468,2,944
228468,4,48
228486,1,228
228486,2,228
228501,1,3924
228501,2,2655
228501,4,1269
228529,1,13020
228529,2,10276
228529,4,2744
228547,1,70074
228547,2,70074
228608,1,8104
228608,2,8104
228635,1,2652
228635,2,113
228635,4,2539
228644,1,3720
228644,2,1215
228644,4,2505
228653,1,2752
228653,2,677
228653,4,2075
228680,1,9083
228680,2,9083
228699,1,6563
228699,2,6563
228705,1,9806
228705,2,7427
228705,4,2379
228714,1,2534
228714,2,2427
228714,4,107
228723,1,51437
228723,2,40404
228723,4,11033
228769,1,38210
228769,2,28489
228769,4,9721
228778,1,54264
228778,2,40612
228778,4,13652
228787,1,18969
228787,2,11331
228787,4,7638
228796,1,24821
228796,2,19847
228796,4,4974
228802,1,7456
228802,2,5454
228802,4,2002
228866,1,438
228866,4,438
228875,1,9306
228875,2,7988
228875,4,1318
228884,1,1152
228884,2,1113
228884,4,39
228909,1,1691
228909,4,1691
228981,1,1441
228981,2,1441
229018,1,4826
229018,2,3482
229018,4,1344
229027,1,33535
229027,2,28523
229027,4,5012
229036,1,1101
229036,2,1101
229063,1,10750
229063,2,8242
229063,4,2508
229115,1,32829
229115,2,25989
229115,4,6840
229151,1,224
229151,2,224
229160,1,3656
229160,2,2026
229160,4,1630
229179,1,16551
229179,2,8365
229179,4,8186
229267,1,2768
229267,2,2548
229267,4,220
229300,1,5053
229300,2,691
229300,4,4362
229319,1,8612
229319,2,8612
229328,1,2322
229328,2,2322
229337,1,4298
229337,2,1056
229337,4,3242
229355,1,15164
229355,2,15164
229416,1,4029
229416,2,4029
229425,1,793
229425,2,793
229504,1,7455
229504,2,7455
229522,1,118
229522,2,118
229540,1,5661
229540,2,5661
229638,1,61
229638,2,61
229780,1,10158
229780,2,7779
229780,4,2379
229799,1,7444
229799,2,7444
229814,1,9190
229814,2,7193
229814,4,1997
229832,1,4794
229832,2,4794
229841,1,9940
229841,2,9940
229887,1,1392
229887,2,1392
229957,1,115
229957,2,115
230010,1,1483
230010,2,1483
230038,1,39346
230038,2,35592
230038,4,3754
230047,1,3494
230047,2,3494
230056,1,1185
230056,2,1185
230065,1,416
230065,2,416
230092,1,3391
230092,2,3391
230135,1,87
230135,2,87
230144,1,77
230144,2,77
230162,1,8360
230162,2,8360
230171,1,12904
230171,2,12904
230199,1,88
230199,2,88
230205,1,30
230205,2,30
230214,1,507
230214,2,507
230223,1,83
230223,2,83
230366,1,873
230366,2,873
230384,1,1403
230384,2,1403
230418,1,2178
230418,2,2178
230472,1,1031
230472,2,1031
230490,1,5145
230490,2,5145
230597,1,5499
230597,2,5499
230603,1,12789
230603,2,11222
230603,4,1567
230621,1,752
230621,2,738
230621,4,14
230630,1,764
230630,2,764
230676,1,1225
230676,2,1225
230728,1,17900
230728,2,15675
230728,4,2225
230737,1,36745
230737,2,36697
230737,4,48
230746,1,52459
230746,2,52459
230764,1,35507
230764,2,27817
230764,4,7690
230782,1,30884
230782,2,30079
230782,4,805
230807,1,3656
230807,2,2541
230807,4,1115
230816,1,857
230816,2,684
230816,4,173
230825,1,224
230825,2,224
230834,1,3050
230834,2,2281
230834,4,769
230852,1,3482
230852,2,3068
230852,4,414
230861,1,10830
230861,2,10830
230889,1,982
230889,2,355
230889,4,627
230898,1,911
230898,2,783
230898,4,128
230913,1,2619
230913,2,2030
230913,4,589
230931,1,1854
230931,2,1625
230931,4,229
230940,1,335
230940,2,335
230959,1,4484
230959,2,3660
230959,4,824
230977,1,807
230977,2,807
230995,1,5280
230995,2,2368
230995,4,2912
231004,1,49
231004,2,49
231059,1,3438
231059,2,2108
231059,4,1330
231068,1,727
231068,4,727
231077,1,547
231077,2,289
231077,4,258
231086,1,543
231086,2,543
231095,1,141
231095,2,141
231147,1,748
231147,4,748
231165,1,1910
231165,2,1910
231174,1,15785
231174,2,13551
231174,4,2234
231280,1,111
231280,2,111
231411,1,1566
231411,2,1566
231420,1,1059
231420,2,981
231420,4,78
231536,1,6831
231536,2,6831
231554,1,894
231554,2,894
231581,1,1639
231581,2,1639
231624,1,9173
231624,2,6396
231624,4,2777
231642,1,215
231642,2,215
231651,1,5842
231651,2,2432
231651,4,3410
231688,1,53
231688,2,53
231697,1,8007
231697,2,8007
231712,1,5202
231712,2,4920
231712,4,282
231721,1,111
231721,2,111
